,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.54974105775,0,0,0,0,0
temperature,0,3.5109242568,0,0.0565222469436,0.0832473589766,0
soil_moisture,0,0,4.76406960279,0.087786269641,0.306665070678,0
latent_heat,0,0,0,5.91006393015,0.248973452429,0.19937002913
sensible_heat,0,0,0,0.313657835255,4.63590531537,1.69420984543
shortwave,0,0,0,0.257271354842,1.26442853672,5.11174084873
