,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.65520045052,0,0,0,0,0
temperature,0,3.45665172641,0,0,0.0707523985037,0
soil_moisture,0,0,5.03636888962,0.0785656755721,0.23198841818,0
latent_heat,0,0,0,5.41938686236,0.273008247723,0.115606150142
sensible_heat,0,0,0,0.32189742165,4.96451045708,1.09116358564
shortwave,0,0,0,0.314168625645,0.831328812538,5.6522329441
