,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,1.99543399958,0,0,0,0,0
temperature,0,3.52848176415,0,0.00774326316324,0.0419278056134,0
soil_moisture,0,0.0171206950908,5.59209756679,0.259624847242,0.443056014794,0.322195961298
latent_heat,0,0,0,5.41551618879,0.220399246935,0.221485266247
sensible_heat,0,0,0,0.246804387774,4.77531831296,1.15805874923
shortwave,0,0,0,0.269639379879,1.1019341719,5.08428297321
