,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.33316688095,0,0,0,0,0
temperature,0,3.59400071979,0,0.0402339181259,0.0709568355124,0
soil_moisture,0,0.00659279168307,5.53731906165,0.288505462613,0.418328042722,0.319314750736
latent_heat,0,0,0,5.53767102079,0.239345254266,0.230615000173
sensible_heat,0,0,0,0.193647560252,4.92021039363,1.16820035509
shortwave,0,0,0,0.23441174341,1.11156068793,5.0634473729
