,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,1.95770718099,0,0,0,0,0
temperature,0,3.61278326294,0,0.00504434224105,0.0558476855952,0
soil_moisture,0,0.0173544362946,5.46886461963,0.231303423752,0.34693191058,0.263467230841
latent_heat,0,0,0,5.58264493219,0.204436774566,0.291032559312
sensible_heat,0,0,0,0.189289261466,5.00912986694,1.1006269155
shortwave,0,0,0,0.354592981856,1.03584547959,5.1130983217
