,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.47977009168,0,0,0,0,0
temperature,0,3.47595726918,0,0,0.0729350293858,0
soil_moisture,0,0,5.19899139452,0.0981499402355,0.228563026298,0
latent_heat,0,0,0,5.13953802477,0.30032800489,0.11099797539
sensible_heat,0,0,0,0.331179566067,4.96364003372,1.01881610986
shortwave,0,0,0,0.293712723438,0.820451619516,5.72033048083
