,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.37968947378,0,0,0,0,0
temperature,0,3.98740722742,0,0.0108128800217,0,0
soil_moisture,0,0,5.41763167456,0.377026855024,0.367068167044,0.198265054711
latent_heat,0,0,0,5.29229177436,0.370088611601,0.37326531736
sensible_heat,0,0,0,0.472220639222,5.46802339807,0.357674876458
shortwave,0,0.00967916798953,0,0.741666551036,0.435559898152,5.95592964088
