,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.12008430622,0,0,0,0,0
temperature,0,3.81250759826,0,0,0,0
soil_moisture,0,0,5.41035924007,0.204134750944,0.362144736828,0.2704029043
latent_heat,0,0,0,5.58950172426,0.381475121236,0.363860379112
sensible_heat,0,0,0,0.289070805155,5.62151975148,0.430329000382
shortwave,0,0,0,0.302209340498,0.374537962238,5.718845714
