,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.20568785833,0,0,0,0,0
temperature,0,3.9947764743,0,0.0385857662236,0.132255788691,0.00741156573546
soil_moisture,0,0,5.04303246216,0.203763937642,0.378640435599,0.220922670813
latent_heat,0,0,0,5.53491452741,0.235082085866,0.291138484761
sensible_heat,0,0,0,0.196870870439,5.21263932465,0.469035428973
shortwave,0,0,0,0.25844845384,0.419144558513,5.6613947791
