,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,1.65524990704,0,0,0,0,0
temperature,0,3.9859013268,0,0.0413930196049,0.154605708971,0
soil_moisture,0,0,5.06530796044,0.178552479466,0.415468787336,0.216547033588
latent_heat,0,0,0,5.5959765059,0.230831936217,0.298022392754
sensible_heat,0,0,0,0.209748324961,5.14695431795,0.508904855502
shortwave,0,0,0,0.265426479848,0.456614750897,5.63531362157
