,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.59741954273,0,0,0,0,0
temperature,0,3.7356778131,0,0,0.0296226522789,0
soil_moisture,0,0,5.03188096188,0.148807769258,0.188529463292,0.0265109692694
latent_heat,0,0,0,5.58969410431,0.36249424683,0.308015106119
sensible_heat,0,0,0,0.247268637525,5.61525083652,0.411473168588
shortwave,0,0,0,0.310804179832,0.406970835046,6.04348946997
