,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.69246539997,0,0,0,0,0
temperature,0,4.31310060459,0,0,0.0757965175261,0
soil_moisture,0,0,5.79324080165,0.120553328839,0.244733149194,0.0921123464819
latent_heat,0,0,0,6.04919758067,0.0900721151792,0.13103297663
sensible_heat,0,0,0,0.0895011005795,6.27011808938,0.280788315767
shortwave,0,0,0,0.275057878236,0.256565296593,6.309015585
