,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,1.75745481806,0,0,0,0,0
temperature,0,4.32849515912,0,0,0.0688801944898,0
soil_moisture,0,0,5.64220286813,0.111983011115,0.293638626709,0.110590827907
latent_heat,0,0,0,5.97434420298,0.0711203630534,0.156441452227
sensible_heat,0,0,0,0.111669771362,5.7443531115,0.292016120457
shortwave,0,0,0,0.272594587253,0.257364491814,6.23653066588
