,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.04673923895,0,0,0,0,0
temperature,0,3.77071443753,0,0,0,0
soil_moisture,0,0,5.44457644644,0.194519080303,0.345160560708,0.152076232059
latent_heat,0,0,0,5.79139408686,0.372065097314,0.382047935951
sensible_heat,0,0,0,0.258271975475,5.73343489743,0.496460897774
shortwave,0,0,0,0.255558443982,0.388044533364,5.82269261309
