,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.15127853073,0,0,0,0,0
temperature,0,3.70415641805,0,0,0,0
soil_moisture,0,0,5.41018250701,0.157802420545,0.271121374173,0.115500472501
latent_heat,0,0,0,5.58225159172,0.308965062651,0.458152102888
sensible_heat,0,0,0,0.225665892913,5.74542890303,0.260535319654
shortwave,0,0,0,0.365201129273,0.323772391122,5.92077340831
