,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,1.66045922562,0,0,0,0,0
temperature,0,3.99263202781,0,0.0250665909401,0.134368888751,0
soil_moisture,0,0,5.39536959392,0.221982637632,0.394301333425,0.281007173822
latent_heat,0,0,0,5.50276161381,0.205744030174,0.335469797749
sensible_heat,0,0,0,0.182847268772,5.07782059482,0.377332621175
shortwave,0,0,0,0.288597225905,0.380100613999,5.60734753971
