,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.27536664524,0,0,0,0,0
temperature,0,3.50317717051,0,0,0,0
soil_moisture,0,0,5.73043119833,0.0750735917489,0.361173872114,0.0439750203043
latent_heat,0,0,0,6.17922079386,0.29727599155,0.241653787355
sensible_heat,0,0,0,0.133346617456,5.28070437985,1.12907363579
shortwave,0,0,0,0.10331857608,0.958035267816,5.38866427548
