,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,3.74437116281,0,0,0,0,0
temperature,0,4.34950920363,0,0,0.0941612363483,0
soil_moisture,0,0,5.73515458312,0.0889625776452,0.253141131818,0.0919958460394
latent_heat,0,0,0,6.24922686947,0.0630097662005,0.113310147194
sensible_heat,0,0,0,0.0951807733025,5.9572308575,0.259887222699
shortwave,0,0,0,0.258624888585,0.218524872926,6.32917672946
