,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.57262626796,0,0,0,0,0
temperature,0,4.29685269352,0,0.00306961559023,0.0787185650645,0
soil_moisture,0,0,5.57931153518,0.155699373476,0.311811835579,0.0720510275559
latent_heat,0,0,0,5.87801240133,0.0847594744414,0.133289402537
sensible_heat,0,0,0,0.102589243572,5.69717351357,0.294895399128
shortwave,0,0,0,0.28194668773,0.286065923107,6.29256247742
