,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.45627872611,0,0,0,0,0
temperature,0,3.98982917959,0,0.0193765523323,0.113908222791,0
soil_moisture,0,0,5.39995185581,0.211972020246,0.483931999236,0.230866152115
latent_heat,0,0,0,5.53357507249,0.230228262993,0.391144146556
sensible_heat,0,0,0,0.192545445344,5.08094587636,0.375613069386
shortwave,0,0,0,0.277561757396,0.362237892944,5.62424973944
