,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.66240582808,0,0,0,0,0
temperature,0,3.89296349698,0,0,0.0138460511194,0
soil_moisture,0,0,5.50193995765,0.347403667696,0.330742741087,0.24733116984
latent_heat,0,0,0,5.41963228124,0.332027627269,0.38842349262
sensible_heat,0,0,0,0.422093219734,5.39937483257,0.399775045595
shortwave,0,0.00830089487182,0,0.700056530269,0.488901587167,5.83418542328
