,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,3.01401594,0,0,0,0,0
temperature,0,3.50764475013,0,0.0713664586025,0.0891593284139,0
soil_moisture,0,0,4.79349963333,0.147056814213,0.296215518392,0.027449131498
latent_heat,0,0,0,5.80174618057,0.254201846771,0.192072983951
sensible_heat,0,0,0,0.32987859803,4.63199870812,1.69625224147
shortwave,0,0,0,0.249419037882,1.28066832586,5.08773483188
