,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,2.28437576547,0,0,0,0,0
temperature,0,3.74366179763,0,0,0,0
soil_moisture,0,0,5.49073877533,0.197954491275,0.278076994206,0.124997142308
latent_heat,0,0,0,5.63274911584,0.34274933415,0.347568639435
sensible_heat,0,0,0,0.224308966609,5.57584412837,0.326807152907
shortwave,0,0,0,0.311960324077,0.322078548388,5.96384706912
