,precipitation,temperature,soil_moisture,latent_heat,sensible_heat,shortwave
precipitation,1.84862106382,0,0,0,0,0
temperature,0,3.57222276557,0,0,0.0335547243512,0
soil_moisture,0,0.0195241181997,5.56606126129,0.261749392999,0.36360182275,0.315612410768
latent_heat,0,0,0,5.66046019746,0.197856725656,0.343869154658
sensible_heat,0,0,0,0.195297924699,5.1370109303,1.10058034048
shortwave,0,0,0,0.289457106884,1.04231400357,5.00491934442
